"course_avg","school","class","gender","ethnicity","parent","grand","hrs_work","emp_on","emp_off","tx_birth","tx_hs","version","must"
90.8,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",14
80.9,"UTXW","FR","0","White","Y","Y","0","N","N","Y","Y","v87",10
99.9,"UTXW","FR","1","Asian","Y","N","0","N","N","Y","Y","v78",13
87.6,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",13
101.4,"UTXW","FR","1","White","Y","Y","0","N","N","Y","Y","v87",12
92.6,"UTXW","FR","1","White","Y","Y","0","N","N","Y","Y","v78",20
80.9,"UTXW","FR","0","Asian","N","N","0","N","N","Y","Y","v78",1
100.7,"UTXW","FR","0","Mixed","Y","Y","0","N","N","Y","Y","v87",13
85.5,"UTXW","FR","0","White","N","N","0","N","N","Y","Y","v78",6
96.8,"UTXW","FR","1","White","Y","Y","0","N","N","Y","Y","v87",16
60,"UTXW","FR","0","Asian","N","N","0","N","N","Y","Y","v78",10
93.9,"UTXW","FR","0","Other","Y","N","11-19","N","Y","Y","Y","v87",13
87.4,"UTXW","FR","0","White","Y","N","20-29","N","Y","Y","Y","v87",14
84.6,"UTXW","FR","1","White","Y","N","0","N","N","Y","Y","v87",13
72,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",12
92.5,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",9
72.5,"UTXW","FR","0","Hisp","Y","Y","0","N","N","Y","Y","v78",8
82.4,"UTXW","FR","1","Hisp","N","N","30-39","N","Y","Y","Y","v87",12
74.5,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",10
90.2,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",2
89.7,"UTXW","FR","1","Hisp","Y","N","0","N","N","Y","Y","v87",8
98.7,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",11
80,"UTXW","FR","1","Hisp","Y","N","0","N","N","Y","Y","v78",9
96.1,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",11
78.1,"UTXW","FR","1","Asian","N","N","0","N","N","Y","Y","v78",11
84.4,"UTXW","FR","1","Hisp","Y","Y","0","N","N","Y","Y","v78",10
76.3,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",11
100.7,"UTXW","FR","0","Asian","Y","N","1-10","Y","N","Y","Y","v78",16
96.8,"UTXW","FR","0","Asian","Y","N","0","N","N","Y","Y","v78",12
92.8,"UTXW","FR","0","White","Y","Y","0","N","N","Y","Y","v87",17
76,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",6
92.7,"UTXW","FR","1","White","N","N","0","N","N","Y","Y","v78",14
91.3,"UTXW","FR","0","White","N","N","0","N","N","Y","Y","v78",12
94.3,"UTXW","FR","1","Hisp","Y","N","1-10","N","Y","Y","Y","v78",14
84.3,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",5
81.3,"UTXW","FR","0","Hisp","N","N","11-19","Y","N","Y","Y","v87",16
102.8,"UTXW","FR","1","White","Y","Y","0","N","N","Y","Y","v87",10
86.6,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",14
68.4,"UTXW","FR","0","Hisp","Y","Y","11-19","Y","N","Y","Y","v87",10
74,"UTXW","FR","1","White","Y","Y","0","N","N","Y","N","v78",12
101.2,"UTXW","FR","0","White","N","Y","0","N","N","Y","Y","v78",10
85.7,"UTXW","FR","0","Other","Y","Y","0","N","N","Y","Y","v87",11
66.8,"UTXW","FR","1","Hisp","N","N","11-19","N","Y","Y","Y","v87",17
99.6,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",19
72.8,"UTXW","FR","0","Hisp","N","N","20-29","N","Y","Y","Y","v78",11
104,"UTXW","FR","0","Mixed","N","N","0","N","N","Y","Y","v78",17
56.6,"UTXW","FR","0","Other","Y","Y","0","N","N","Y","Y","v78",3
82.6,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",8
76.6,"UTXW","FR","0","White","Y","Y","0","N","N","Y","Y","v78",17
91,"UTXW","FR","0","Asian","N","N","1-10","Y","N","Y","Y","v78",5
83.5,"UTXW","FR","1","Hisp","N","Other","0","N","N","Y","Y","v87",12
65.2,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",2
98,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",19
69.1,"UTXW","FR","1","Hisp","N","N","11-19","Y","N","Y","Y","v78",11
73.2,"UTXW","FR","1","Hisp","N","N","11-19","Y","N","Y","Y","v87",8
76,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",12
95.7,"UTXW","FR","1","Black","Y","N","0","N","N","Y","Y","v87",11
70.9,"UTXW","FR","0","Black","N","N","11-19","N","Y","Y","Y","v87",12
87.3,"UTXW","FR","0","Other","Y","N","0","N","N","Y","Y","v87",14
